election_date,state,county_name,jurisdiction,jurisdiction_type,precinct_id,precinct_name,polling_place_id,location_type,name,address,notes,source,source_date,source_notes
2020-11-03,AL,CALHOUN,CALHOUN,county,,BYNUM COMMUNITY CENTER,,election_day,BYNUM COMMUNITY CENTER,"200 VICTORY DRIVE, EASTABOGA, AL 36260",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,CALHOUN COUNTY HEALTH DEPARTMENT,,election_day,CALHOUN COUNTY HEALTH DEPARTMENT,"3400 MCCLELLAN BLVD., ANNISTON, AL 36206",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,CALHOUN COUNTY HIGHWAY DEPT,,election_day,CALHOUN COUNTY HIGHWAY DEPT,"160 SEATON DR, ANNISTON, AL 36205",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,CARVER CENTER,,election_day,CARVER CENTER,"720 W. 14TH STREET, ANNISTON, AL 36201",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,CHOCCOLOCCO COMMUNITY CENTER,,election_day,CHOCCOLOCCO COMMUNITY CENTER,"220 IRON CITY CUT OFF RD, ANNISTON, AL 36207",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,DEARMANVILLE UNITED METHODIST,,election_day,DEARMANVILLE UNITED METHODIST,"370 DEARMANVILLE RD, ANNISTON, AL 36207",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,EULATON UNITED METHODIST,,election_day,EULATON UNITED METHODIST,"401 WESTOVER RD, ANNISTON, AL 36201",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,FIRST BAPTIST CHURCH OF WHITE PLAINS,,election_day,FIRST BAPTIST CHURCH OF WHITE PLAINS,"160 WHITE PLAINS RD., ANNISTON, AL 36207",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,FRIENDSHIP BAPTIST CHURCH,,election_day,FRIENDSHIP BAPTIST CHURCH,"1153 NESBIT LAKE RD., JACKSONVILLE, AL 36265",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,FRIENDSHIP COMMUNITY CENTER,,election_day,FRIENDSHIP COMMUNITY CENTER,"2930 FRIENDSHIP ROAD, OXFORD, AL 36203",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,GOD'S COVENANT MINISTRY,,election_day,GOD'S COVENANT MINISTRY,"1000 PARKWOOD DR., ANNISTON, AL 36201",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,GOLDEN SPRINGS COMMUNITY CENTER,,election_day,GOLDEN SPRINGS COMMUNITY CENTER,"3125 SPRING VALLY ROAD, ANNISTON, AL 36207",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,HOBSON CITY - CITY HALL,,election_day,HOBSON CITY - CITY HALL,"715 M L KING DR, ANNISTON, AL 36201",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,HOPE COMMUNITY CHURCH,,election_day,HOPE COMMUNITY CHURCH,"101 LOCKETTE DR, JACKSONVILLE, AL 36265",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,LEATHERWOOD CIVIL DEFENSE BLDG,,election_day,LEATHERWOOD CIVIL DEFENSE BLDG,"4510 BYNUM LEATHERWOOD RD., ANNISTON, AL 36206",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,MENTAL HEALTH CENTER,,election_day,MENTAL HEALTH CENTER,"331 E. 8TH STREET, ANNISTON, AL 36207",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,MT VIEW BAPTIST CHURCH,,election_day,MT VIEW BAPTIST CHURCH,"1354 MT. VIEW ROAD, ALEXANDRIA, AL 36250",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,NE JVILLE FIRST BAPTIST CH,,election_day,NE JVILLE FIRST BAPTIST CH,"230 7TH STREET NE, JACKSONVILLE, AL 36265",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,NW JVILLE WEST SIDE BAPTIST CH,,election_day,NW JVILLE WEST SIDE BAPTIST CH,"713 W. MOUNTAIN AVENUE, JACKSONVILLE, AL 36265",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,OAK GROVE BAPTIST CHURCH,,election_day,OAK GROVE BAPTIST CHURCH,"2800 READS MILL RD, GLENCOE, AL 35905",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,OHATCHEE FIRST BAPTIST,,election_day,OHATCHEE FIRST BAPTIST,"2090 SPRING RD, OHATCHEE, AL 36271",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,OXFORD CHEAHA CLUB HOUSE,,election_day,OXFORD CHEAHA CLUB HOUSE,"910 BOOZER DRIVE, OXFORD, AL 36203",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,OXFORD LAKE PARK CIVIC CENTER,,election_day,OXFORD LAKE PARK CIVIC CENTER,"401 MCCULLARS LANE, OXFORD, AL 36203",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,OXFORD PUBLIC LIBRARY,,election_day,OXFORD PUBLIC LIBRARY,"110 E. 6TH ST., OXFORD, AL 36203",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,PIEDMONT FIRE STATION,,election_day,PIEDMONT FIRE STATION,"312 N. CENTER AV., PIEDMONT, AL 36272",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,PIEDMONT REC BLDG (CIVIC CENTER),,election_day,PIEDMONT REC BLDG (CIVIC CENTER),"400 MCFARLAND AV., PIEDMONT, AL 36272",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,SAKS HIGH SCHOOL,,election_day,SAKS HIGH SCHOOL,"4401 SAKS ROAD, ANNISTON, AL 36206",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,SE JVILLE GLENWOOD MEADOWS MTG,,election_day,SE JVILLE GLENWOOD MEADOWS MTG,"785 GARDNER DR. SE, JACKSONVILLE, AL 36265",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,SOUTH HIGHLAND COMMUNITY CENTER,,election_day,SOUTH HIGHLAND COMMUNITY CENTER,"229 S ALLEN ST, ANNISTON, AL 36201",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,SW JVILLE PUBLIC SAFETY COMPLEX,,election_day,SW JVILLE PUBLIC SAFETY COMPLEX,"911 PUBLIC SAFETY DR SW, JACKSONVILLE, AL 36265",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,THANKFUL BAPTIST CHURCH,,election_day,THANKFUL BAPTIST CHURCH,"2610 W. 14TH STREET, ANNISTON, AL 36201",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,THE DONOHO SCHOOL,,election_day,THE DONOHO SCHOOL,"2501 HENRY ROAD, ANNISTON, AL 36207",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,TRINITY MISSIONARY BAPTIST CHURCH,,election_day,TRINITY MISSIONARY BAPTIST CHURCH,"542 VIGO RD, PIEDMONT, AL 36272",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,WEAVER 1ST UNITED METHODIST CH,,election_day,WEAVER 1ST UNITED METHODIST CH,"101 ANNISTON ST., WEAVER, AL 36277",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,WEST PARK HEIGHTS BAPTIST CH,,election_day,WEST PARK HEIGHTS BAPTIST CH,"500 WEST PARK DR, ANNISTON, AL 36201",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,WHITE PLAINS FIRE DEPT,,election_day,WHITE PLAINS FIRE DEPT,"12900 AL HWY 9, ANNISTON, AL 36207",,ORR,2020-10-21,
2020-11-03,AL,CALHOUN,CALHOUN,county,,WIGGINS COMMUNITY CENTER,,election_day,WIGGINS COMMUNITY CENTER,"2201 W. 17TH STREET, ANNISTON, AL 36201",,ORR,2020-10-21,
2020-11-03,AL,CHAMBERS,CHAMBERS,county,,BUFFALO 511/LEBANON CHURCH,,election_day,BUFFALO 511/LEBANON CHURCH,"2090 CO RD 172, LAFAYETTE, AL 36862",,ORR,2020-10-21,
2020-11-03,AL,CHAMBERS,CHAMBERS,county,,CUSSETA FIRE & RESCUE BUILDING 1201,,election_day,CUSSETA FIRE & RESCUE BUILDING 1201,"4429 CO RD 299, CUSSETA, AL 36852",,ORR,2020-10-21,
2020-11-03,AL,CHAMBERS,CHAMBERS,county,,FIVE POINTS  COMMUNITY CLUB HOUSE 501,,election_day,FIVE POINTS  COMMUNITY CLUB HOUSE 501,"27031 HWY 431, FIVE POINTS, AL 36855",,ORR,2020-10-21,
2020-11-03,AL,CHAMBERS,CHAMBERS,county,,FREDONIA FIRE & RESCUE UNIT 601,,election_day,FREDONIA FIRE & RESCUE UNIT 601,"1047 CO RD 267, LANETT, AL 36863",,ORR,2020-10-21,
2020-11-03,AL,CHAMBERS,CHAMBERS,county,,HUGULEY FIRE DEPT 13,,election_day,HUGULEY FIRE DEPT 13,"5016 VETERANS MEMORIAL PARKWAY, LANETT, AL 36863",,ORR,2020-10-21,
2020-11-03,AL,CHAMBERS,CHAMBERS,county,,LAFAYETTE HIGH SCHOOL GYM 801,,election_day,LAFAYETTE HIGH SCHOOL GYM 801,"214 FIRST AVE NE, LAFAYETTE, AL 36862",,ORR,2020-10-21,
2020-11-03,AL,CHAMBERS,CHAMBERS,county,,LAKEVIEW FIRE & RESCUE BLDG 731,,election_day,LAKEVIEW FIRE & RESCUE BLDG 731,"3181 CO RD 289, LANETT, AL 36863",,ORR,2020-10-21,
2020-11-03,AL,CHAMBERS,CHAMBERS,county,,LANETT LANETT HIGH SCHOOL GYM 701,,election_day,LANETT LANETT HIGH SCHOOL GYM 701,"1301 S 8TH ST, LANETT, AL 36863",,ORR,2020-10-21,
2020-11-03,AL,CHAMBERS,CHAMBERS,county,,MT OLIVE COMM CLUB HOUSE 202,,election_day,MT OLIVE COMM CLUB HOUSE 202,"2209 CO RD 237, ROANOKE, AL 36274",,ORR,2020-10-21,
2020-11-03,AL,CHAMBERS,CHAMBERS,county,,RIDGE GROVE FIRE & RESCUE BLDG 901,,election_day,RIDGE GROVE FIRE & RESCUE BLDG 901,"9104 CO RD 48, LAFAYETTE, AL 36862",,ORR,2020-10-21,
2020-11-03,AL,CHAMBERS,CHAMBERS,county,,SPARKLING SPRINGS COMMUNITY CLUB HOUSE 311,,election_day,SPARKLING SPRINGS COMMUNITY CLUB HOUSE 311,"1272 COUNTY ROAD 130, WADLEY, AL 36276",,ORR,2020-10-21,
2020-11-03,AL,CHAMBERS,CHAMBERS,county,,STANDING ROCK COMMUNITY CLUB HOUSE 101,,election_day,STANDING ROCK COMMUNITY CLUB HOUSE 101,"3479 COUNTY ROAD 278, FIVE POINTS, AL 36855",,ORR,2020-10-21,
2020-11-03,AL,CHAMBERS,CHAMBERS,county,,STURKIE: COUNTY VOTING STATION 1101,,election_day,STURKIE: COUNTY VOTING STATION 1101,"1010 COUNTY RD 16, LAFAYETTE, AL 36862",,ORR,2020-10-21,
2020-11-03,AL,CHAMBERS,CHAMBERS,county,,UNION HILL COMMUNITY CLUBHOUSE 401,,election_day,UNION HILL COMMUNITY CLUBHOUSE 401,"5506 COUNTY ROAD 53, LAFAYETTE, AL 36862",,ORR,2020-10-21,
2020-11-03,AL,CHAMBERS,CHAMBERS,county,,VALLEY COMMUNITY CENTER 14,,election_day,VALLEY COMMUNITY CENTER 14,"130 SPORTSPLEX DRIVE, VALLEY, AL 36854",,ORR,2020-10-21,
2020-11-03,AL,CHAMBERS,CHAMBERS,county,,WAVERLY OLD SCHOOL BUILDING 1011,,election_day,WAVERLY OLD SCHOOL BUILDING 1011,"204 PATRICK ST, WAVERLY, AL 36879",,ORR,2020-10-21,
2020-11-03,AL,CHAMBERS,CHAMBERS,county,,WEST CHAMBERS FIRE AND RESCUE 1001,,election_day,WEST CHAMBERS FIRE AND RESCUE 1001,"21331 VETERANS MEMORIAL PARKWAY, LAFAYETTE, AL 36862",,ORR,2020-10-21,
2020-11-03,AL,CHEROKEE,CHEROKEE,county,,BEREA CHURCH OF CHRIST,,election_day,BEREA CHURCH OF CHRIST,"3165 COUNTY ROAD 99, GAYLESVILLE, AL 35973",,ORR,2020-10-21,
2020-11-03,AL,CHEROKEE,CHEROKEE,county,,BROOMTOWN VFD,,election_day,BROOMTOWN VFD,"2340 COUNTY ROAD 46, GAYLESVILLE, AL 35973",,ORR,2020-10-21,
2020-11-03,AL,CHEROKEE,CHEROKEE,county,,CEDAR BLUFF FIRST BAPT CH,,election_day,CEDAR BLUFF FIRST BAPT CH,"3500 OLD HWY 9, CEDAR BLUFF, AL 35959",,ORR,2020-10-21,
2020-11-03,AL,CHEROKEE,CHEROKEE,county,,CONGREGATIONAL METHODIST CHURCH,,election_day,CONGREGATIONAL METHODIST CHURCH,"4815 COUNTY ROAD 14, CENTRE, AL 35960",,ORR,2020-10-21,
2020-11-03,AL,CHEROKEE,CHEROKEE,county,,DANIEL'S CHAPEL,,election_day,DANIEL'S CHAPEL,"8735 AL HWY 273, CEDAR BLUFF, AL 35959",,ORR,2020-10-21,
2020-11-03,AL,CHEROKEE,CHEROKEE,county,,GAYLESVILLE TOWN HALL,,election_day,GAYLESVILLE TOWN HALL,"4740 MAIN STREET, GAYLESVILLE, AL 35973",,ORR,2020-10-21,
2020-11-03,AL,CHEROKEE,CHEROKEE,county,,GOSHEN UMC,,election_day,GOSHEN UMC,"625 AL HWY 9 SOUTH, PIEDMONT, AL 36272",,ORR,2020-10-21,
2020-11-03,AL,CHEROKEE,CHEROKEE,county,,LEESBURG FEMA BUILDING,,election_day,LEESBURG FEMA BUILDING,"211 INDUSTRIAL BLVD, LEESBURG, AL 35983",,ORR,2020-10-21,
2020-11-03,AL,CHEROKEE,CHEROKEE,county,,MACEDONIA BAPTIST CHURCH,,election_day,MACEDONIA BAPTIST CHURCH,"1455 COUNTY ROAD 241, CENTRE, AL 35960",,ORR,2020-10-21,
2020-11-03,AL,CHEROKEE,CHEROKEE,county,,MCCORD'S VOLUNTEER FIRE HALL #2,,election_day,MCCORD'S VOLUNTEER FIRE HALL #2,"1150 COUNTY ROAD 157, CENTRE, AL 35960",,ORR,2020-10-21,
2020-11-03,AL,CHEROKEE,CHEROKEE,county,,MOUNT CALVARY BAPTIST CHURCH,,election_day,MOUNT CALVARY BAPTIST CHURCH,"10090 COUNTY ROAD 103, MENTONE, AL 35984",,ORR,2020-10-21,
2020-11-03,AL,CHEROKEE,CHEROKEE,county,,MOUNT WEISNER VFD,,election_day,MOUNT WEISNER VFD,"650 COUNTY ROAD 39, CENTRE, AL 35960",,ORR,2020-10-21,
2020-11-03,AL,CHEROKEE,CHEROKEE,county,,MOUNT WEISNER VFD #2,,election_day,MOUNT WEISNER VFD #2,"4375 COUNTY ROAD 71, CENTRE, AL 35960",,ORR,2020-10-21,
2020-11-03,AL,CHEROKEE,CHEROKEE,county,,NEW HOPE METHODIST CHURCH,,election_day,NEW HOPE METHODIST CHURCH,"835 COUNTY ROAD 115, CEDAR BLUFF, AL 35959",,ORR,2020-10-21,
2020-11-03,AL,CHEROKEE,CHEROKEE,county,,NOAH BAPTIST CHURCH,,election_day,NOAH BAPTIST CHURCH,"665 COUNTY ROAD 16, CENTRE, AL 35960",,ORR,2020-10-21,
2020-11-03,AL,CHEROKEE,CHEROKEE,county,,RECREATIONAL OUTREACH (ROC),,election_day,RECREATIONAL OUTREACH (ROC),"300 EAST BYPASS, CENTRE, AL 35960",,ORR,2020-10-21,
2020-11-03,AL,CHEROKEE,CHEROKEE,county,,ROCK RUN CHURCH,,election_day,ROCK RUN CHURCH,"6575 COUNTY ROAD 29, PIEDMONT, AL 36272",,ORR,2020-10-21,
2020-11-03,AL,CHEROKEE,CHEROKEE,county,,SAND ROCK TOWN HALL,,election_day,SAND ROCK TOWN HALL,"1925 SAND ROCK AVE, SAND ROCK, AL 35983",,ORR,2020-10-21,
2020-11-03,AL,CHEROKEE,CHEROKEE,county,,SHADY GROVE CHURCH,,election_day,SHADY GROVE CHURCH,"6360 COUNTY ROAD 5, LEESBURG, AL 35983",,ORR,2020-10-21,
2020-11-03,AL,CHEROKEE,CHEROKEE,county,,SPRING GARDEN VFD,,election_day,SPRING GARDEN VFD,"4635 COUNTY ROAD 8, PIEDMONT, AL 36272",,ORR,2020-10-21,
2020-11-03,AL,CHEROKEE,CHEROKEE,county,,THE VALLEY CHURCH,,election_day,THE VALLEY CHURCH,"13970 AL HWY 273, GAYLESVILLE, AL 35973",,ORR,2020-10-21,
2020-11-03,AL,CHEROKEE,CHEROKEE,county,,TUCKER'S CHAPEL VFD,,election_day,TUCKER'S CHAPEL VFD,"2495 COUNTY ROAD 47, FORT PAYNE, AL 35967",,ORR,2020-10-21,
2020-11-03,AL,CHEROKEE,CHEROKEE,county,,UNITY MISSIONARY BAPT CHURCH,,election_day,UNITY MISSIONARY BAPT CHURCH,"2885 COUNTY ROAD 82, CEDAR BLUFF, AL 35959",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,ARARAT,,election_day,ARARAT,"MORGAN CHAPEL BAPTIST CHURCH, 1629 ARARAT RD, BUTLER, AL 36904",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,BARRYTOWN,,election_day,BARRYTOWN,"GILBERTOWN CHURCH OF GOD, 3666 BARRYTOWN RD, GILBERTOWN, AL 36908",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,BLADON SPRINGS,,election_day,BLADON SPRINGS,"WILLIE CAMPBELL RESIDENCE (VOTING HOUSE), 3988 BLADON ROAD, SILAS, AL 36919",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,BOGUELOOSA,,election_day,BOGUELOOSA,"NEEDHAM FIRE DEPARTMENT, 3696 NEEDHAM RD, NEEDHAM, AL 35915",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,BRANCH SENATE 22,,election_day,BRANCH SENATE 22,"SHADY GROVE BAPTIST CHURCH, 1760 SHADY GRAVE RD, SILAS, AL 36919",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,BRANCH SENATE 24,,election_day,BRANCH SENATE 24,"SHADY GROVE BAPTIST CHURCH, 1760 SHADY GROVE RD, SILAS, AL 36919",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,BUTLER DIST 4 SEN 22 HOUSE 65,,election_day,BUTLER DIST 4 SEN 22 HOUSE 65,"AMERICAN LEGION HALL, 805 W. PUSHMATAHA STREET, BUTLER, AL 36904",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,BUTLER DIST 4 SEN 24 HOUSE 65,,election_day,BUTLER DIST 4 SEN 24 HOUSE 65,"AMERICAN LEGION HALL, 805 W. PUSHMATAHA STREET, BUTLER, AL 36904",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,BUTLER DIST. 1,,election_day,BUTLER DIST. 1,"AMERICAN LEGION HALL, 805 W. PUSHMATAHA STREET, BUTLER, AL",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,BUTLER DIST. 2,,election_day,BUTLER DIST. 2,"AMERICAN LEGION HALL, 805 W. PUSHMATAHA STREET, BUTLER, AL 36904",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,BUTLER DISTRICT 3,,election_day,BUTLER DISTRICT 3,"AMERICAN LEGION HALL, 805 W. PUSHMATAHA STREET, BUTLER, AL 36904",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,CHAPPELL HILL,,election_day,CHAPPELL HILL,"GRACE CHAPEL CHURCH, 4480 CHAPEL HILL RD, TOXEY, AL 36921",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,CROMWELL,,election_day,CROMWELL,"CROMWELL HALSELL FIRE DEPT, 2872 COUNTY RD 7, LISMAN, AL 36912",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,CROSSROADS,,election_day,CROSSROADS,"COOPER CME CHURCH, 214 COOPER MISSION RD, LISMAN, AL 36912",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,CULLOMBURG,,election_day,CULLOMBURG,"VOTING HOUSE; CULLOMBURG STORE, AL",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,GILBERTOWN,,election_day,GILBERTOWN,"GILBERTOWN CIVIC CENTER, 40 FRONT ST, GILBERTOWN, AL 36908",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,GILBERTOWN DIST 3 SENATE 22,,election_day,GILBERTOWN DIST 3 SENATE 22,"GILBERTOWN CIVIC CENTER, 40 FRONT ST, GILBERTOWN, AL 36908",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,HALSELL,,election_day,HALSELL,"CROMWELL HALSELL FIRE DEPT, 2872 CO RD 7, LISMAN, AL 36912",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,HURRICANE,,election_day,HURRICANE,"HURRICANE BAPTIST CHURCH, HURRICANE RD, SILAS, AL 36919",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,INTERSECTION,,election_day,INTERSECTION,"CROMWELL HALSELL FIRE DEPT, 2872 CO RD 7, LISMAN, AL",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,ISNEY,,election_day,ISNEY,"COMMUNITY CENTER, 1168 HWY 84, SILAS, AL 36919",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,LAVACA,,election_day,LAVACA,"LITTLE ZION AME CHURCH, WHITE OAK RD, LAVACA, AL 36912",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,LISMAN,,election_day,LISMAN,"LISMAN TOWN HALL, 9481 CROWELL DR, LISMAN, AL 36912",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,LISMAN DIST 2 HOUSE 71,,election_day,LISMAN DIST 2 HOUSE 71,"LISMAN TOWN HALL, 9481 CROWELL DR, LISMAN, AL 36912",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,LUSK,,election_day,LUSK,"LUSK FIRE DEPT, 1376 LUSK RD, TOXEY, AL",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,MELVIN,,election_day,MELVIN,"MELVIN FIRE DEPT, 9787 MELVIN RD, SILAS, AL 36919",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,MT STERLING DIST 1 HOUSE 65/DIST 4 HOUSE 65,,election_day,MT STERLING DIST 1 HOUSE 65/DIST 4 HOUSE 65,"VOTING HOUSE; GOLDEN ACHIEVEMENT, 20646 HWY 10, BUTLER, AL 36904",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,PELHAM,,election_day,PELHAM,"ST THOMAS AME ZION CHURCH, 7435 PINE GROVE RD, PENNINGTON, AL 35916",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,PENNINGTON,,election_day,PENNINGTON,"PENNINGTON FIRE HALL, 282 PINEGROVE RD, PENNINGTON, AL 35916",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,PLEASANT HILL,,election_day,PLEASANT HILL,"PLEASANT HILL FIRE DEPT, 5930 PLEASANT HILL RD, GILBERTOWN, AL 36908",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,PUSHMATAHA,,election_day,PUSHMATAHA,"GILFIELD BAPTIST CHURCH, 7171 HWY 10, LISMAN, AL 36912",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,RIDERWOOD,,election_day,RIDERWOOD,"VOTING HOUSE; RIDERWOOD BALL FIELD, BUTLER, AL 36904",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,ROCK SPRINGS,,election_day,ROCK SPRINGS,"SCOTT MT FIRE DEPT, 360 CO RD 20, BUTLER, AL 36904",,ORR,2020-10-21,
2020-11-03,AL,CHOCTAW,CHOCTAW,county,,SILAS DIST 3 SEN 22/DIST 4 SEN 24,,election_day,SILAS DIST 3 SEN 22/DIST 4 SEN 24,"SILAS CITY HALL, 130 INDIAN WAY, SILAS, AL 36919",,ORR,2020-10-21,
